,Food label,Subs A,Subs B,True label
472,"CASHEW NUTS,DRY RSTD,WO/SALT","PINE NUTS,PINYON,DRIED","COCONUT MEAT,RAW",Sub A
473,"CASHEW NUTS,OIL RSTD,WO/SALT","MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",Sub B
474,"NUTS,CASHEW NUTS,RAW","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","ALMONDS,DRY RSTD,WO/SALT",Sub B
475,"MACADAMIA NUTS,RAW",PECANS,"WALNUTS,BLACK,DRIED",Sub B
476,"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT","PECANS,DRY RSTD,WO/SALT",Sub A
477,"PECANS,OIL RSTD,WO/SALT","PECANS,DRY RSTD,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",Sub B
478,"PISTACHIO NUTS,DRY RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","ALMONDS,DRY RSTD,WO/SALT",Sub A
479,"WALNUTS,ENGLISH","PISTACHIO NUTS,DRY RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",Sub B
480,"SESAME SD KRNLS,DRIED (DECORT)","SAFFLOWER SD KRNLS,DRIED","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",Sub B
481,"BEEF,RTL CUTS,FAT,RAW","BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub B
482,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD","BEEF,NZ,IMP,FLAT,LN & FAT,RAW","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",Sub B
483,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,NZ,IMP,BRISKET POINT END,LN,CKD,BRSD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",Sub B
484,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW","BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,CKD,FAST FRIED",Sub A
485,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED",Sub A
486,"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD","BEEF,RND,TOP RND RST,BNLS,LN&FAT,0"" FAT,ALLGRD,CKD,RSTD","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub A
487,"USDA CMDTY,BF,CND","BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW",Sub B
488,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,CKD,GRILLED","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD","BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN & FAT,0"" FT,ALLGRD,RW",Sub A
489,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW","BEEF,ASTRLN,GRSSFD,LN,TPSRLN CAPOFF STK/RST,BNLS,LN & FT,RAW","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",Sub A
490,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD","BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW",Sub B
491,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW","BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW",Sub B
492,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",Sub A
493,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD","BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW",Sub B
494,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW","BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, CKD","BEEF,ASTRLN,WAGYU,LN,TNDRLN STK/RST,BNLS,LN,MRB SCR 4/5,RAW",Sub A
495,"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW","BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,CHOC,RW",Sub B
496,"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD","BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW","BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD",Sub A
497,"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD","BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",Sub B
498,"BEEF,CURED,BRKFST STRIPS,CKD","BEEF,LOIN,TOP SIRLOIN PETITE RST,BNLS,LN,0"" FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,EYE RND,LN,RAW",Sub B
499,"BEEF,CURED,CORNED BF,BRISKET,CKD","BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,RND,EYE OF RND STK,BNLESS,L & F,0"" F,A GRDS,CKD,GRILLED",Sub B
500,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",Sub B
501,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",Sub A
502,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA","BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD","BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",Sub B
503,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA","BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW","BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",Sub A
504,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, CKD","BEEF,NZ,IMP,OYSTER BLADE,LN,CKD,BRSD","BEEF,CHUCK,CLOD RST,LN,0"" FAT,CHOIC,CKD,RSTD",Sub B
505,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",Sub B
506,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD","BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW","BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD",Sub B
507,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD","BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",Sub B
508,"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED","BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW",Sub B
509,"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,SEL,RAW","BEEF,NZ,IMP,RIBS PREP,CKD,FAST RSTD",Sub A
510,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",CHC,CKD,BRSD","BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA","BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",Sub B
511,"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",Sub A
512,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD","BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW","BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",Sub B
513,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,CHOIC,CKD,RSTD","BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",Sub B
514,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD","BEEF,RND,EYE OF RND RST,BNLESS,LN & FT,0"" FAT,CHOIC,CKD,RSTD","BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW",Sub B
515,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",Sub A
516,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW","BEEF,ASTRLN,GRSSFD,LN,TPSRLN CAPOFF STK/RST,BNLS,LN & FT,RAW",Sub B
517,"BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FT,0"" FT,CHC,CKD,GRLD","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW",Sub B
518,"BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FAT,0"" FT,SEL,CKD,GRLD","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",Sub A
519,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",Sub B
520,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,NZ,IMP,RUMP CENTRE,LN,RAW",Sub B
521,"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED","BEEF,NZ,IMP,BRISKET NAVAL END,LN,RAW",Sub A
522,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD","BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW","BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,BRSD",Sub A
523,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED","BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,SEL,CKD,BRSD",Sub A
524,"BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub B
525,"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD","BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,SEL,CKD,GRILLED","BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R",Sub B
526,"BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED","BEEF,NZ,IMP,EYE RND,LN,RAW","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",Sub A
527,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED","BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",Sub A
528,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",Sub B
529,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED","BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",Sub B
530,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD","BEEF,NZ,IMP,BRISKET NAVAL END,LN,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",Sub B
531,"BEEF,GROUND,70% LN MEAT / 30% FAT,RAW","BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS","BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",Sub B
532,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE","BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,CKD",Sub A
533,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD",Sub A
534,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW","BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",Sub A
535,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",Sub A
536,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,SHRT LOIN,PRTRHS STK,L & F,1/8"" F,SEL,CKD,GRILLED","BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8 FAT,A GRDS, GRILLED",Sub B
537,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub B
538,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW","BEEF,NZ,IMP,TENDERLOIN,LN,RAW",Sub A
539,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD","BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",Sub A
540,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",Sub B
541,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD","BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",Sub B
542,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW",Sub B
543,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD","BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,SEL,RAW",Sub B
544,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD","BEEF,LOIN,TENDERLOIN RST,LN,BNLESS,0"" FAT,SEL,CKD,RSTD","BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",Sub A
545,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,AUSTRALIAN,GRSSFD,RIB,RIBEYE STK/RST LIP-ON,BNLS,LN,RAW","BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",Sub B
546,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,NZ,IMP,KNUCKLE,CKD,FAST FRIED","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",Sub A
547,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW","BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",Sub A
548,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW",Sub B
549,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,KIDNEY,CKD,BLD","BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",Sub A
550,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,SEL,RAW","BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",Sub A
551,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD","BEEF,PLATE,OUTSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",Sub B
552,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD","BEEF,LN,TOP LN STK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLD",Sub B
553,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",Sub A
554,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD","BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",Sub A
555,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW","BEEF,RIB EYE STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,CHC,CKD,GRLD",Sub A
556,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",Sub B
557,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW","BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",Sub B
558,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,NZ,IMP,FLAT,LN,RAW","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",Sub A
559,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",Sub A
560,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,RSTD","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW",Sub A
561,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD","BEEF,NZ,IMP,LIVER,RAW",Sub B
562,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW","BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,RAW","BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",Sub B
563,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,LOIN,TOP SIRLON PTIT RST,BLS,LN,0"" FAT,AL GRDS,CKD,RSTD",Sub B
564,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,NZ,IMP,STRIPLOIN,LN,CKD,FAST FRIED",Sub A
565,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD","BEEF,GROUND,97% LN MEAT / 3% FAT,LOAF,CKD,BKD","BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",Sub A
566,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW","BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8"" FAT,AL GRDS,CKD,GLD","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",Sub A
567,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,NZ,IMP,FLAT,LN & FAT,RAW","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",Sub B
568,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRSD","BEEF,NZ,IMP,RUMP CENTRE,LN,RAW","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW",Sub B
569,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW","BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",Sub A
570,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",Sub B
