,Food label,Subs A,Food Nutri-Value,Subs A Nutri-Value,Subs B,Subs B Nutri-Value
427,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,SEL,RAW","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",3,0,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED",0
428,"BEEF,LOIN,TOP SRLN CAP STK,BLS,LN & FAT,1/8"" FAT,CHC,CKD,GLD","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",3,-1,"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN & FAT,1/8"" FAT,AL GDS,RW",1
429,"BEEF,TOP LOIN FILET,BNLS,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLD","BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",2,0,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",-3
430,"BEEF,TOP LOIN PET RST,BNLS,LN & FAT,1/8"" FAT,AL GDS,CKD,RSTD","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",2,-1,"BEEF,RND,BTTM RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",-1
431,"BEEF,AUSTRALIAN,GRASS-FED,GROUND,85% LN / 15% FAT,RAW","BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",4,-1,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",3
432,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,MRBL SCR 4/5,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",13,-3,"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD",8
433,"BEEF,ASTRLN,WGYU,LOIN,TOP LN STK/RST,BNLS,LN, MRBL SCR 9,RAW","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",9,-3,"BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FAT,0"" FT,SEL,CKD,GRLD",0
434,"BEEF,LN,TP LN STK,BNLESS,LIPON,LN & FAT,1/8"" FAT,ALL GRDS,RW","BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",2,-2,"BEEF,ASTRLN,GRSFD,RND,TOP RND CAP-OFF STEAK/RST,BNLSS,LN,RAW",-3
435,"BEEF,NZ,IMP,INTERMUSCULAR FAT,CKD","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",12,-3,"BEEF,RND,EYE OF RND RST,BNLESS,L & F,0"" FAT,A GRDS,CKD,RSTD",-2
436,"BEEF,NZ,IMP,STRIPLOIN,LN,CKD,FAST FRIED","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",0,-2,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW",-3
437,"BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,CKD,BRSD","BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",3,-3,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",-2
438,"BEEF,NZ,IMP,FLANK,LN & FAT,CKD,BRSD","BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",0,-1,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",-3
439,"BEEF,NZ,IMP,OYSTER BLADE,LN & FAT,CKD,BRSD","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,-1,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW",-2
440,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD","BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",3,-1,"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",-1
441,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",4,-3,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",1
442,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",1,-3,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",-3
443,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",1,-3,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",-1
444,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,-2,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",-3
445,"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,LN,TP LN STEAK,BNLESS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RAW",6,2,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",-2
446,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",5,-3,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",0
447,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,NZ,IMP,KIDNEY,RAW",-1,-3,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",-3
448,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW","BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",6,-1,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",0
449,"PACE,SALSA VERDE","SOUP,CRM OF ASPARAGUS,CND,COND",8,6,"PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS",2
450,"GIRL SCOUTS,CHALET COOKIES","BREAD STUFFING,BREAD,DRY MIX",17,7,"WAFFLES,CHOC CHIP,FRZ,RTH",9
451,"GIRL SCOUTS,TAGALONGS COOKIES","BREAD,WHEAT",18,0,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",9
452,"KEEBLER,CHIPS DELUXE,MINI CHOC CHIP COOKIES","CROISSANTS,CHEESE",20,14,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",4
453,"KEEBLER,CHIPS DELUXE,OATMEAL CHOC CHIP COOKIES","BREAD,EGG",18,1,"TOASTER PASTRIES,FRUIT",12
454,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE SIZE","AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",22,13,"KEEBLER,TOWN HOUSE,RED FAT CRACKERS",10
455,"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES","BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",22,1,"PIE,VANILLA CRM,PREP FROM RECIPE",9
456,"KEEBLER,FUDGE SHOPPE,COCNT DREAMS COOKIES","BREAD,RED-CAL,WHEAT",20,-5,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",17
457,"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES","KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",22,5,"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",16
458,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES","COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",22,2,"BREAD,PROT,TSTD (INCL GLUTEN)",-1
459,"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS","KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND",17,9,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",16
460,"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT","USDA CMDTY,BAKERY,FLR MIX LOW-FAT",18,6,"PIE,CHERRY,COMMLY PREP",9
461,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA","DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",25,5,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",9
462,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,PNUT BUTTER","CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING",19,13,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",4
463,"KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY","CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",14,6,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",4
464,"KEEBLER,READY CRUST,CHOC PIE CRUST","PIE,PEACH",17,7,"CREAM PUFF SHELL,PREP FROM RECIPE",10
465,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ","ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",20,19,"CROISSANTS,CHEESE",14
466,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE STRIPES","CAKE,BOSTON CRM PIE,COMMLY PREP",23,13,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",4
467,"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES","CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",16,1,"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",7
468,"KEEBLER,SANDIES,CASHEW SHORTBREAD COOKIES","ROLLS,HARD (INCL KAISER)",20,2,"BISCUITS,MXD GRAIN,REFR DOUGH",8
469,"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES","MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",21,13,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",1
470,"KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS","COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",11,7,"CREAM PUFF SHELL,PREP FROM RECIPE",10
471,"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES","COOKIES,VANILLA WAFERS,HIGHER FAT",14,8,"BEAR NAKED,DOUBLE CHOC COOKIES",9
472,"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES","MURRAY,HONEY GRAHAM",14,12,"LEAVENING AGENTS,BAKING SODA",10
473,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES","KASHI,TLC,PITA CRISPS,SEA SALT",15,1,"PIE,CHERRY,COMMLY PREP",9
474,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES","CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",18,9,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",9
475,"MOTHER'S,4TH OF JULY CIRCUS ANIMAL COOKIES","MUFFINS,BLUEBERRY,TOASTER-TYPE",25,6,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES",19
476,"MOTHER'S,CIRCUS ANIMAL COOKIES","DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",25,15,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",7
477,"MURRAY,CHOCOLATEY CHIP THINS COOKIES","PANCAKES,PLN,DRY MIX,COMPLETE,PREP",14,4,"CAKE,POUND,COMMLY PREP,FAT-FREE",9
478,"MURRAY,LEMON CREME SNDWCH COOKIES","ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",19,16,"BREAD,IRISH SODA,PREP FROM RECIPE",2
479,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES","AUSTIN,CHOCOLATEY PNUT BUTTER CRACKERS,SANDWICH-TYPE",19,12,"TORTILLAS,RTB OR -FRY,CORN",-6
480,"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES","COOKIES,PNUT BUTTER,PREP FROM RECIPE",12,9,"ROLLS,DINNER,EGG",2
481,"MURRAY,SUGAR FREE,PNUT BUTTER COOKIES","BREAD,RICE BRAN,TOASTED",9,-3,"CRACKERS,WHEAT,LOW SALT",5
482,"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS","COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",12,2,"BREAD,PROT,TSTD (INCL GLUTEN)",-1
483,"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS","CRACKERS,WHOLE-WHEAT,RED FAT",15,4,"MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",5
484,"SUNSHINE,CHEEZ-IT,ITALIAN FOUR CHS CRACKERS","PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",13,4,"MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES",8
485,"SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS","BREAD,PUMPERNICKEL,TSTD",13,0,"BREAD,WHEAT",0
486,"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR","BREAD,WHITE,COMMLY PREP,TSTD",11,3,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",6
487,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE","BREAD,EGG,TOASTED",11,1,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",4
488,"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES","MURRAY,SUGAR FREE,FUDGE DIPPED WAFERS",20,9,"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL",-2
489,"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",18,13,"CAKE,SPONGE,PREP FROM RECIPE",2
490,"KEEBLER,READY CRUST,GRAHAM PIE CRUST (10""),RED FAT","KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC",14,-2,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",12
491,"MOTHER'S,VANILLA SNDWCH COOKIES","PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",18,14,"BREAD,RAISIN,TSTD,ENR",0
492,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING","CRACKERS,RYE,WAFERS,SEASONED",19,4,"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS",15
493,"COOKIE,BUTTER OR SUGAR,W/ CHOC ICING OR FILLING","KEEBLER,TOWN HOUSE,RED FAT CRACKERS",23,10,"BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",1
494,"COOKIE,CHOC,W/ ICING OR COATING","BREAD,PROT (INCL GLUTEN)",23,-1,"COFFEECAKE,CHEESE",7
495,"COOKIES,CHOC SNDWCH,W/ CREME FILLING,RED FAT","PIE,BANANA CRM,PREP FROM RECIPE",17,8,"MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES",14
496,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE","CRACKERS,STD SNACK-TYPE,REG,LO SALT",10,6,"KASHI,TLC,OATMEAL DK CHOC COOKIES",8
497,"CAMPBELL'S,ORGANIC TOMATO JUC","POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT",3,0,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",-2
498,"V8 VEG JUC,ESSENTIAL ANTIOXIDANTS V8","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",2,-4,"PEAS,GRN,CND,REG PK,SOL&LIQUIDS",-2
499,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM LIPIL,INFANT,PDR","INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANC,W/ IRON,PDR,NOT RECON",22,21,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",1
500,"INF FORMULA, GERBER, GOOD START 2 SOY, W/ IRON,PDR","BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",23,3,"BABYFOOD,MEAT,CHICK,JR",-2
501,"INF FORMULA,MEAD JOHNSON,ENFAMI,PREMATURE,20 CAL RTF LO IRON","BABYFOOD,VEG,SPINACH,CRMD,STR",1,-2,"BABYFOOD,VEG,MIX VEG STR",-1
502,"OIL,WHALE,BOWHEAD (ALASKA NATIVE)","TENNIS BREAD,PLN (APACHE)",10,4,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",-5
503,ORANGE JUICE DRINK,"BEVERAGES,MONSTER ENERGY DRK,LO CARB",2,0,"V8 SPLASH SMOOTHIES,PEACH MANGO",1
504,"BEANS,CHILI,BARBECUE,RANCH STYLE,CKD",VITASOY USA  ORGANIC NASOYA SILKEN TOFU,3,-2,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",-6
505,"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS","PUDDINGS,VANILLA,RTE",19,6,JAMS AND PRESERVES,12
506,"CELERY FLAKES,DRIED","MALABAR SPINACH,COOKED",10,-3,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",-2
507,"COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ","BEVERAGES,ZEVIA,COLA",8,0,"WHISKEY SOUR MIX,BTLD",6
