,u,v,Food id,Substitution id,Scores,Scores (Sigmoid),Food label,Substitution label,Food Nutri-Value,Substitution Nutri-Value
7356,2455,5613,http://idea.rpi.edu/heals/kb/usda#09352,http://idea.rpi.edu/heals/kb/usda#17410,0.48321366,0.61850643,"BLUEBERRIES,CND,LT SYRUP,DRND","LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,RAW",2,-3
1250,2480,4131,http://idea.rpi.edu/heals/kb/usda#09421,http://idea.rpi.edu/heals/kb/usda#13822,2.8362331,0.94460267,"DATES,MEDJOOL","BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD",7,0
2176,2480,4645,http://idea.rpi.edu/heals/kb/usda#09421,http://idea.rpi.edu/heals/kb/usda#15065,10.802067,0.9999796,"DATES,MEDJOOL","POLLOCK,ATLANTIC,RAW",7,-4
6735,2482,5057,http://idea.rpi.edu/heals/kb/usda#09423,http://idea.rpi.edu/heals/kb/usda#16279,-0.071153976,0.48221898,PRUNE PUREE,HOUSE FOODS PREMIUM SOFT TOFU,7,-3
6735,2482,5057,http://idea.rpi.edu/heals/kb/usda#09423,http://idea.rpi.edu/heals/kb/usda#16279,-0.071153976,0.48221898,PRUNE PUREE,HOUSE FOODS PREMIUM SOFT TOFU,7,-3
6,2498,2976,http://idea.rpi.edu/heals/kb/usda#09442,http://idea.rpi.edu/heals/kb/usda#11080,2.494471,0.9237534,"POMEGRANATE JUC,BTLD","BEETS,RAW",2,-2
7,2498,3736,http://idea.rpi.edu/heals/kb/usda#09442,http://idea.rpi.edu/heals/kb/usda#12005,2.5287843,0.92613524,"POMEGRANATE JUC,BTLD","SEEDS,BREADNUT TREE SEEDS,DRIED",2,-6
40,2500,4325,http://idea.rpi.edu/heals/kb/usda#09444,http://idea.rpi.edu/heals/kb/usda#14065,1.0481808,0.7404254,"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA","BEVERAGES,HI-C FLASHIN' FRUIT PUNCH",2,2
42,2500,3440,http://idea.rpi.edu/heals/kb/usda#09444,http://idea.rpi.edu/heals/kb/usda#11696,1.0481808,0.7404254,"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA","TOMATOES,YELLOW,RAW",2,0
237,2504,4875,http://idea.rpi.edu/heals/kb/usda#09448,http://idea.rpi.edu/heals/kb/usda#16036,0.37150678,0.591823,"NANCE,CND,SYRUP,DRND","BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",-1,-9
237,2504,4875,http://idea.rpi.edu/heals/kb/usda#09448,http://idea.rpi.edu/heals/kb/usda#16036,0.37150678,0.591823,"NANCE,CND,SYRUP,DRND","BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",-1,-9
2151,2507,3558,http://idea.rpi.edu/heals/kb/usda#09451,http://idea.rpi.edu/heals/kb/usda#11816,0.5768383,0.6403396,HORNED MELON (KIWANO),"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",-1,-4
2151,2507,3558,http://idea.rpi.edu/heals/kb/usda#09451,http://idea.rpi.edu/heals/kb/usda#11816,0.5768383,0.6403396,HORNED MELON (KIWANO),"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",-1,-4
6437,2682,4697,http://idea.rpi.edu/heals/kb/usda#10165,http://idea.rpi.edu/heals/kb/usda#15117,-0.70843744,0.3299442,"PORK,CURED,SALT PORK,RAW","TUNA,FRESH,BLUEFIN,RAW",26,-3
2799,2682,3018,http://idea.rpi.edu/heals/kb/usda#10165,http://idea.rpi.edu/heals/kb/usda#11131,1.2439516,0.7762511,"PORK,CURED,SALT PORK,RAW","CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",26,-3
2815,2736,3549,http://idea.rpi.edu/heals/kb/usda#10219,http://idea.rpi.edu/heals/kb/usda#11807,2.8907928,0.94738936,"PORK,FRESH,GROUND,RAW","ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT",5,1
2816,2736,8481,http://idea.rpi.edu/heals/kb/usda#10219,http://idea.rpi.edu/heals/kb/usda#35162,2.8907928,0.94738936,"PORK,FRESH,GROUND,RAW","CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)",5,-3
8795,2783,6591,http://idea.rpi.edu/heals/kb/usda#10852,http://idea.rpi.edu/heals/kb/usda#20052,-0.986305,0.27164254,"HORMEL ALWAYS TENDER,PORK TENDERLOIN,TERIYAKI-FLAVORED","RICE,WHITE,SHORT-GRAIN,RAW",1,-2
8798,2783,7765,http://idea.rpi.edu/heals/kb/usda#10852,http://idea.rpi.edu/heals/kb/usda#23651,0.0724998,0.518117,"HORMEL ALWAYS TENDER,PORK TENDERLOIN,TERIYAKI-FLAVORED","BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",1,-3
6416,2795,7932,http://idea.rpi.edu/heals/kb/usda#10864,http://idea.rpi.edu/heals/kb/usda#28062,0.56988287,0.6387361,"PORK,BACON,RENDERED FAT,CKD","KEEBLER,CHIPS DELUXE,SOFT 'N CHEWY CHOC CHIP COOKIES",20,18
6417,2795,4396,http://idea.rpi.edu/heals/kb/usda#10864,http://idea.rpi.edu/heals/kb/usda#14166,0.56988287,0.6387361,"PORK,BACON,RENDERED FAT,CKD","CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN",20,0
4777,2924,254,http://idea.rpi.edu/heals/kb/usda#11003,http://idea.rpi.edu/heals/kb/usda#02017,-0.4587839,0.38727435,"AMARANTH LEAVES,RAW","DILL WEED,DRIED",-1,-5
8537,2924,4877,http://idea.rpi.edu/heals/kb/usda#11003,http://idea.rpi.edu/heals/kb/usda#16038,0.17233145,0.54297656,"AMARANTH LEAVES,RAW","BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",-1,-9
7365,2932,816,http://idea.rpi.edu/heals/kb/usda#11011,http://idea.rpi.edu/heals/kb/usda#05011,0.22877944,0.5569467,"ASPARAGUS,RAW","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",-3,-4
7365,2932,816,http://idea.rpi.edu/heals/kb/usda#11011,http://idea.rpi.edu/heals/kb/usda#05011,0.22877944,0.5569467,"ASPARAGUS,RAW","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",-3,-4
8565,2943,5349,http://idea.rpi.edu/heals/kb/usda#11026,http://idea.rpi.edu/heals/kb/usda#17145,2.4777937,0.9225703,"BAMBOO SHOOTS,RAW","GAME MEAT,ANTELOPE,CKD,RSTD",-3,-4
5080,2943,5348,http://idea.rpi.edu/heals/kb/usda#11026,http://idea.rpi.edu/heals/kb/usda#17144,2.799043,0.9426241,"BAMBOO SHOOTS,RAW","GAME MEAT,ANTELOPE,RAW",-3,-4
8648,2964,3457,http://idea.rpi.edu/heals/kb/usda#11050,http://idea.rpi.edu/heals/kb/usda#11717,0.4693824,0.6152376,"BEANS,SHELLIE,CND,SOL & LIQUIDS","LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",-1,-4
3416,2964,4585,http://idea.rpi.edu/heals/kb/usda#11050,http://idea.rpi.edu/heals/kb/usda#15005,1.9905323,0.8797994,"BEANS,SHELLIE,CND,SOL & LIQUIDS","BLUEFISH,RAW",-1,-4
8906,2965,7102,http://idea.rpi.edu/heals/kb/usda#11052,http://idea.rpi.edu/heals/kb/usda#21513,2.0806165,0.8890048,"BEANS,SNAP,GREEN,RAW","KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE",-3,-3
8907,2965,6608,http://idea.rpi.edu/heals/kb/usda#11052,http://idea.rpi.edu/heals/kb/usda#20072,5.2638206,0.9948512,"BEANS,SNAP,GREEN,RAW","WHEAT,HARD RED WINTER",-3,-6
4801,2980,3641,http://idea.rpi.edu/heals/kb/usda#11086,http://idea.rpi.edu/heals/kb/usda#11901,0.15786716,0.539385,"BEET GREENS,RAW","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",-2,-2
4801,2980,3641,http://idea.rpi.edu/heals/kb/usda#11086,http://idea.rpi.edu/heals/kb/usda#11901,0.15786716,0.539385,"BEET GREENS,RAW","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",-2,-2
7283,2984,5932,http://idea.rpi.edu/heals/kb/usda#11090,http://idea.rpi.edu/heals/kb/usda#18363,0.23988427,0.5596852,"BROCCOLI,RAW","TORTILLAS,RTB OR -FRY,CORN",-3,-6
7283,2984,5932,http://idea.rpi.edu/heals/kb/usda#11090,http://idea.rpi.edu/heals/kb/usda#18363,0.23988427,0.5596852,"BROCCOLI,RAW","TORTILLAS,RTB OR -FRY,CORN",-3,-6
1524,2992,3224,http://idea.rpi.edu/heals/kb/usda#11098,http://idea.rpi.edu/heals/kb/usda#11382,1.300589,0.7859341,"BRUSSELS SPROUTS,RAW","POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",-6,-6
2118,2992,1991,http://idea.rpi.edu/heals/kb/usda#11098,http://idea.rpi.edu/heals/kb/usda#08363,1.300589,0.7859341,"BRUSSELS SPROUTS,RAW","CEREALS RTE,SUN COUNTRY,KRETSCHMER TSTD WHEAT BRAN",-6,-8
7277,3001,3424,http://idea.rpi.edu/heals/kb/usda#11109,http://idea.rpi.edu/heals/kb/usda#11663,-3.2781837,0.036327247,"CABBAGE,RAW","SEAWEED,AGAR,DRIED",-2,-4
1486,3001,3269,http://idea.rpi.edu/heals/kb/usda#11109,http://idea.rpi.edu/heals/kb/usda#11437,-0.4065441,0.39974108,"CABBAGE,RAW","SALSIFY,(VEG OYSTER),RAW",-2,-4
7264,3003,3034,http://idea.rpi.edu/heals/kb/usda#11112,http://idea.rpi.edu/heals/kb/usda#11151,0.24487326,0.5609142,"CABBAGE,RED,RAW","CHICORY,WITLOOF,RAW",-2,-3
1615,3003,3191,http://idea.rpi.edu/heals/kb/usda#11112,http://idea.rpi.edu/heals/kb/usda#11344,0.62145615,0.65054965,"CABBAGE,RED,RAW","PIGEONPEAS,IMMAT SEEDS,RAW",-2,-8
1498,3007,5421,http://idea.rpi.edu/heals/kb/usda#11116,http://idea.rpi.edu/heals/kb/usda#17217,0.85914403,0.7024818,"CABBAGE,CHINESE (PAK-CHOI),RAW","VEAL,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",-1,-4
7272,3007,8415,http://idea.rpi.edu/heals/kb/usda#11116,http://idea.rpi.edu/heals/kb/usda#35054,1.3517988,0.7944235,"CABBAGE,CHINESE (PAK-CHOI),RAW",OCTOPUS (ALASKA NATIVE),-1,-5
1481,3013,4814,http://idea.rpi.edu/heals/kb/usda#11124,http://idea.rpi.edu/heals/kb/usda#15238,1.4444149,0.8091374,"CARROTS,RAW","SALMON,COHO,FARMED,RAW",-1,-3
1481,3013,4814,http://idea.rpi.edu/heals/kb/usda#11124,http://idea.rpi.edu/heals/kb/usda#15238,1.4444149,0.8091374,"CARROTS,RAW","SALMON,COHO,FARMED,RAW",-1,-3
8582,3019,1042,http://idea.rpi.edu/heals/kb/usda#11134,http://idea.rpi.edu/heals/kb/usda#05333,-2.6815448,0.06407118,"CASSAVA,RAW","CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED",0,0
5107,3019,5063,http://idea.rpi.edu/heals/kb/usda#11134,http://idea.rpi.edu/heals/kb/usda#16320,1.0071299,0.73245806,"CASSAVA,RAW","BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",0,-7
1490,3020,5107,http://idea.rpi.edu/heals/kb/usda#11135,http://idea.rpi.edu/heals/kb/usda#16409,0.6737022,0.66233164,"CAULIFLOWER,RAW","SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",-3,-5
1490,3020,5107,http://idea.rpi.edu/heals/kb/usda#11135,http://idea.rpi.edu/heals/kb/usda#16409,0.6737022,0.66233164,"CAULIFLOWER,RAW","SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",-3,-5
6107,3026,3707,http://idea.rpi.edu/heals/kb/usda#11143,http://idea.rpi.edu/heals/kb/usda#11973,-2.701821,0.06286598,"CELERY,RAW","BEANS,FAVA,IN POD,RAW",-1,-6
6107,3026,3707,http://idea.rpi.edu/heals/kb/usda#11143,http://idea.rpi.edu/heals/kb/usda#11973,-2.701821,0.06286598,"CELERY,RAW","BEANS,FAVA,IN POD,RAW",-1,-6
4730,3029,3117,http://idea.rpi.edu/heals/kb/usda#11147,http://idea.rpi.edu/heals/kb/usda#11252,-2.4427497,0.07997037,"CHARD,SWISS,RAW","LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",0,-1
8448,3029,6576,http://idea.rpi.edu/heals/kb/usda#11147,http://idea.rpi.edu/heals/kb/usda#20035,4.5369487,0.98940736,"CHARD,SWISS,RAW","QUINOA,UNCKD",0,-6
5367,3031,361,http://idea.rpi.edu/heals/kb/usda#11149,http://idea.rpi.edu/heals/kb/usda#03100,1.9724749,0.8778767,"CHAYOTE,FRUIT,RAW","BABYFOOD,VEG,CARROTS,JR",-1,-1
5369,3031,8456,http://idea.rpi.edu/heals/kb/usda#11149,http://idea.rpi.edu/heals/kb/usda#35136,1.9724749,0.8778767,"CHAYOTE,FRUIT,RAW","CORNMEAL,WHITE (NAVAJO)",-1,-6
4567,3037,243,http://idea.rpi.edu/heals/kb/usda#11156,http://idea.rpi.edu/heals/kb/usda#02006,-1.1084845,0.24815354,"CHIVES,RAW","SPICES,CARDAMOM",-4,-7
4567,3037,243,http://idea.rpi.edu/heals/kb/usda#11156,http://idea.rpi.edu/heals/kb/usda#02006,-1.1084845,0.24815354,"CHIVES,RAW","SPICES,CARDAMOM",-4,-7
1526,3069,977,http://idea.rpi.edu/heals/kb/usda#11203,http://idea.rpi.edu/heals/kb/usda#05174,0.18361881,0.5457762,"CRESS,GARDEN,RAW","TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD",-2,-2
2854,3069,8397,http://idea.rpi.edu/heals/kb/usda#11203,http://idea.rpi.edu/heals/kb/usda#35028,0.18361881,0.5457762,"CRESS,GARDEN,RAW","COCKLES,RAW (ALASKA NATIVE)",-2,-5
5685,3075,2296,http://idea.rpi.edu/heals/kb/usda#11209,http://idea.rpi.edu/heals/kb/usda#09129,0.96815526,0.72475165,"EGGPLANT,RAW","Grapes, muscadine, raw",-3,-4
5685,3075,2296,http://idea.rpi.edu/heals/kb/usda#11209,http://idea.rpi.edu/heals/kb/usda#09129,0.96815526,0.72475165,"EGGPLANT,RAW","Grapes, muscadine, raw",-3,-4
4814,3079,7592,http://idea.rpi.edu/heals/kb/usda#11213,http://idea.rpi.edu/heals/kb/usda#23425,0.3497035,0.5865457,"ENDIVE,RAW","BEEF,NZ,IMP,LIVER,RAW",-3,-3
4885,3079,8517,http://idea.rpi.edu/heals/kb/usda#11213,http://idea.rpi.edu/heals/kb/usda#35201,0.3497035,0.5865457,"ENDIVE,RAW","PRAIRIE TURNIPS,BLD (NORTHERN PLAINS INDIANS)",-3,-4
7908,3105,4793,http://idea.rpi.edu/heals/kb/usda#11241,http://idea.rpi.edu/heals/kb/usda#15217,0.80358887,0.6907416,"KOHLRABI,RAW","SUCKER,WHITE,CKD,DRY HEAT",-4,-4
7908,3105,4793,http://idea.rpi.edu/heals/kb/usda#11241,http://idea.rpi.edu/heals/kb/usda#15217,0.80358887,0.6907416,"KOHLRABI,RAW","SUCKER,WHITE,CKD,DRY HEAT",-4,-4
2722,3110,5485,http://idea.rpi.edu/heals/kb/usda#11246,http://idea.rpi.edu/heals/kb/usda#17282,0.35796282,0.5885472,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW","LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW",-1,-2
8334,3110,4268,http://idea.rpi.edu/heals/kb/usda#11246,http://idea.rpi.edu/heals/kb/usda#13974,0.66013473,0.6592907,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW","BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW",-1,-3
8501,3115,2380,http://idea.rpi.edu/heals/kb/usda#11250,http://idea.rpi.edu/heals/kb/usda#09248,0.8866453,0.7081974,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW","PEACHES,DRIED,SULFURED,STWD,W/ SUGAR",-1,-1
5702,3115,4902,http://idea.rpi.edu/heals/kb/usda#11250,http://idea.rpi.edu/heals/kb/usda#16063,1.3557228,0.7950637,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW","COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",-1,-8
5744,3117,7759,http://idea.rpi.edu/heals/kb/usda#11252,http://idea.rpi.edu/heals/kb/usda#23640,2.174189,0.8979077,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW","BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",-1,-3
5744,3117,7759,http://idea.rpi.edu/heals/kb/usda#11252,http://idea.rpi.edu/heals/kb/usda#23640,2.174189,0.8979077,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW","BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",-1,-3
4706,3141,4809,http://idea.rpi.edu/heals/kb/usda#11278,http://idea.rpi.edu/heals/kb/usda#15233,1.6635869,0.84071887,"OKRA,RAW","CATFISH,CHANNEL,WILD,CKD,DRY HEAT",-4,-4
4706,3141,4809,http://idea.rpi.edu/heals/kb/usda#11278,http://idea.rpi.edu/heals/kb/usda#15233,1.6635869,0.84071887,"OKRA,RAW","CATFISH,CHANNEL,WILD,CKD,DRY HEAT",-4,-4
2616,3146,5137,http://idea.rpi.edu/heals/kb/usda#11282,http://idea.rpi.edu/heals/kb/usda#16512,0.2384325,0.55932736,"ONIONS,RAW","WORTHINGTON DICED CHIK,CND,UNPREP",-1,-3
2643,3146,6562,http://idea.rpi.edu/heals/kb/usda#11282,http://idea.rpi.edu/heals/kb/usda#20019,0.2384325,0.55932736,"ONIONS,RAW","CORN FLR,MASA,UNENR,WHITE",-1,-6
2620,3155,5685,http://idea.rpi.edu/heals/kb/usda#11291,http://idea.rpi.edu/heals/kb/usda#18053,0.48264584,0.61837244,"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW","BREAD,REDUCED-CALORIE,RYE",-3,-3
2662,3155,8465,http://idea.rpi.edu/heals/kb/usda#11291,http://idea.rpi.edu/heals/kb/usda#35145,0.48264584,0.61837244,"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW","STEW,HOMINY W/ MUTTON (NAVAJO)",-3,-5
2738,3156,216,http://idea.rpi.edu/heals/kb/usda#11292,http://idea.rpi.edu/heals/kb/usda#01256,0.3765946,0.5930515,"ONIONS,YOUNG GRN,TOPS ONLY","YOGURT,GREEK,PLN,NONFAT",-1,-5
2605,3156,4855,http://idea.rpi.edu/heals/kb/usda#11292,http://idea.rpi.edu/heals/kb/usda#16016,0.49954644,0.6223527,"ONIONS,YOUNG GRN,TOPS ONLY","BEANS,BLACK TURTLE,MATURE SEEDS,RAW",-1,-6
7655,3158,3913,http://idea.rpi.edu/heals/kb/usda#11294,http://idea.rpi.edu/heals/kb/usda#13097,1.098027,0.7498902,"ONIONS,SWT,RAW","BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",1,0
7657,3158,3054,http://idea.rpi.edu/heals/kb/usda#11294,http://idea.rpi.edu/heals/kb/usda#11180,1.098027,0.7498902,"ONIONS,SWT,RAW","CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP",1,-3
3070,3161,3222,http://idea.rpi.edu/heals/kb/usda#11297,http://idea.rpi.edu/heals/kb/usda#11380,1.5925561,0.8309754,"PARSLEY,FRSH","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",-4,-6
3070,3161,3222,http://idea.rpi.edu/heals/kb/usda#11297,http://idea.rpi.edu/heals/kb/usda#11380,1.5925561,0.8309754,"PARSLEY,FRSH","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",-4,-6
545,3164,7213,http://idea.rpi.edu/heals/kb/usda#11300,http://idea.rpi.edu/heals/kb/usda#23032,1.3912086,0.8007851,"PEAS,EDIBLE-PODDED,RAW","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",-3,-3
545,3164,7213,http://idea.rpi.edu/heals/kb/usda#11300,http://idea.rpi.edu/heals/kb/usda#23032,1.3912086,0.8007851,"PEAS,EDIBLE-PODDED,RAW","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",-3,-3
1384,3185,5177,http://idea.rpi.edu/heals/kb/usda#11333,http://idea.rpi.edu/heals/kb/usda#16581,1.9576986,0.87628365,"PEPPERS,SWT,GRN,RAW","GARDENBURGER FLAME GRILLED BURGER,FRZ,UNPREP",-1,-3
1384,3185,5177,http://idea.rpi.edu/heals/kb/usda#11333,http://idea.rpi.edu/heals/kb/usda#16581,1.9576986,0.87628365,"PEPPERS,SWT,GRN,RAW","GARDENBURGER FLAME GRILLED BURGER,FRZ,UNPREP",-1,-3
3933,3251,5191,http://idea.rpi.edu/heals/kb/usda#11413,http://idea.rpi.edu/heals/kb/usda#16597,2.0541267,0.886364,POTATO FLOUR,"MORNINGSTAR FARMS ENTREE CHILI,FRZ,UNPREP",-5,-5
4448,3251,4877,http://idea.rpi.edu/heals/kb/usda#11413,http://idea.rpi.edu/heals/kb/usda#16038,2.0541267,0.886364,POTATO FLOUR,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",-5,-9
3260,3257,1118,http://idea.rpi.edu/heals/kb/usda#11422,http://idea.rpi.edu/heals/kb/usda#05679,1.0737705,0.74531335,"PUMPKIN,RAW","CHICKEN,DK MEAT,DRUMSTK,MEAT ONLY,ENHANCED,CKD,RSTD",0,-1
3260,3257,1118,http://idea.rpi.edu/heals/kb/usda#11422,http://idea.rpi.edu/heals/kb/usda#05679,1.0737705,0.74531335,"PUMPKIN,RAW","CHICKEN,DK MEAT,DRUMSTK,MEAT ONLY,ENHANCED,CKD,RSTD",0,-1
7971,3273,5352,http://idea.rpi.edu/heals/kb/usda#11442,http://idea.rpi.edu/heals/kb/usda#17148,-4.6512914,0.009458937,"SEAWEED,AGAR,RAW","BISON,GROUND,GRASS-FED,CKD",0,0
4397,3273,3455,http://idea.rpi.edu/heals/kb/usda#11442,http://idea.rpi.edu/heals/kb/usda#11715,0.9744975,0.72601503,"SEAWEED,AGAR,RAW","LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",0,-5
7978,3275,2984,http://idea.rpi.edu/heals/kb/usda#11445,http://idea.rpi.edu/heals/kb/usda#11090,-1.3956059,0.19851431,"SEAWEED,KELP,RAW","BROCCOLI,RAW",0,-3
3530,3275,3060,http://idea.rpi.edu/heals/kb/usda#11445,http://idea.rpi.edu/heals/kb/usda#11192,0.68043876,0.6638366,"SEAWEED,KELP,RAW","COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT",0,-5
4576,3285,848,http://idea.rpi.edu/heals/kb/usda#11457,http://idea.rpi.edu/heals/kb/usda#05043,0.68780416,0.6654783,"SPINACH,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",-3,-3
4589,3285,6639,http://idea.rpi.edu/heals/kb/usda#11457,http://idea.rpi.edu/heals/kb/usda#20107,0.68780416,0.6654783,"SPINACH,RAW","MACARONI,WHOLE-WHEAT,DRY",-3,-6
1393,3298,7745,http://idea.rpi.edu/heals/kb/usda#11477,http://idea.rpi.edu/heals/kb/usda#23625,1.4537172,0.8105699,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",-1,-3
7871,3298,4684,http://idea.rpi.edu/heals/kb/usda#11477,http://idea.rpi.edu/heals/kb/usda#15104,1.671812,0.84181726,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW","STURGEON,MXD SP,RAW",-1,-4
1546,3321,7414,http://idea.rpi.edu/heals/kb/usda#11503,http://idea.rpi.edu/heals/kb/usda#23244,0.73806167,0.67657185,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW","BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",-2,-3
1549,3321,4855,http://idea.rpi.edu/heals/kb/usda#11503,http://idea.rpi.edu/heals/kb/usda#16016,0.73806167,0.67657185,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW","BEANS,BLACK TURTLE,MATURE SEEDS,RAW",-2,-6
8339,3323,6670,http://idea.rpi.edu/heals/kb/usda#11505,http://idea.rpi.edu/heals/kb/usda#20141,0.42406103,0.60445464,"SWEET POTATO LEAVES,RAW","SPELT,CKD",-6,-6
8435,3323,5077,http://idea.rpi.edu/heals/kb/usda#11505,http://idea.rpi.edu/heals/kb/usda#16346,0.42406103,0.60445464,"SWEET POTATO LEAVES,RAW","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",-6,-7
3493,3340,4876,http://idea.rpi.edu/heals/kb/usda#11527,http://idea.rpi.edu/heals/kb/usda#16037,2.7468047,0.9397327,"TOMATOES,GREEN,RAW","BEANS,NAVY,MATURE SEEDS,RAW",-1,-6
3493,3340,4876,http://idea.rpi.edu/heals/kb/usda#11527,http://idea.rpi.edu/heals/kb/usda#16037,2.7468047,0.9397327,"TOMATOES,GREEN,RAW","BEANS,NAVY,MATURE SEEDS,RAW",-1,-6
3350,3346,2960,http://idea.rpi.edu/heals/kb/usda#11540,http://idea.rpi.edu/heals/kb/usda#11046,0.08928582,0.5223066,"TOMATO JUC,CND,W/SALT","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",2,-3
3350,3346,2960,http://idea.rpi.edu/heals/kb/usda#11540,http://idea.rpi.edu/heals/kb/usda#11046,0.08928582,0.5223066,"TOMATO JUC,CND,W/SALT","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",2,-3
6991,3348,3645,http://idea.rpi.edu/heals/kb/usda#11547,http://idea.rpi.edu/heals/kb/usda#11905,0.916441,0.71431637,"TOMATO PRODUCTS,CND,PUREE,WO/SALT","CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL",-1,-1
6994,3348,4640,http://idea.rpi.edu/heals/kb/usda#11547,http://idea.rpi.edu/heals/kb/usda#15060,0.916441,0.71431637,"TOMATO PRODUCTS,CND,PUREE,WO/SALT","PERCH,MIXED SPECIES,RAW",-1,-4
7259,3357,7476,http://idea.rpi.edu/heals/kb/usda#11564,http://idea.rpi.edu/heals/kb/usda#23307,0.3840956,0.59486055,"TURNIPS,RAW","BEEF,AUSTRALIAN,GRSSFD,RIB,RIBEYE STK/RST LIP-ON,BNLS,LN,RAW",-1,-1
2845,3357,4924,http://idea.rpi.edu/heals/kb/usda#11564,http://idea.rpi.edu/heals/kb/usda#16086,1.063594,0.74337673,"TURNIPS,RAW","PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",-1,-9
4857,3361,4308,http://idea.rpi.edu/heals/kb/usda#11568,http://idea.rpi.edu/heals/kb/usda#14044,0.29043946,0.57210374,"TURNIP GREENS,RAW","BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1",-3,-4
